Frequency (Hz),Voltage (V),Current (mA),Power (mW)
242000,11.628,500.18292682926824,5803.6231707317065
242000,11.624,499.0243902439024,5818.709512195121
244000,12.256,22.621951219512194,4401.208536585366
244000,12.252,22.317073170731707,282.48585365853654
244000,12.272,23.109756097560975,283.23317073170733
244000,12.276,22.804878048780488,289.76975609756096
244000,12.256,23.29268292682927,282.48585365853654
246000,11.696,415.3048780487805,1886.1414634146342
246000,11.72,415.9146341463414,4873.987317073171
246000,11.744,418.780487804878,4894.759024390244
246000,11.72,420.0,4924.84756097561
246000,11.748,419.7560975609756,4917.8624390243895
248000,11.776,396.76829268292687,4752.317073170732
248000,11.764,396.89024390243907,4695.792926829268
248000,11.74,397.9878048780488,4683.363170731707
248000,11.78,396.76829268292687,4691.012682926829
248000,11.776,397.8048780487805,4674.49756097561
250000,11.788,373.6585365853659,4444.57268292683
250000,11.784,375.4878048780488,4414.983902439024
250000,11.8,373.2317073170732,4382.404634146342
250000,11.812,374.6341463414634,4396.780243902439
250000,11.792,373.2317073170732,4393.446585365853
252000,11.824,352.2560975609756,4224.940487804878
252000,11.856,351.4024390243902,4137.950487804877
252000,11.788,350.36585365853654,4159.121707317073
252000,11.848,351.0365853658536,4153.258780487805
252000,11.832,354.0243902439024,4155.703414634146
